alarm_id,category,code,description,message,system
PS0207,CNC,0207,DATA MISMATCH The specified distance was too short or too long in rigid tapping. B-64305EN/03 APPENDIX A.ALARM LIST,RIGID,FANUC
PS0210,CNC,0210,"NOT COMMAND M198/M99 1) The executi on of an M198 or M99 command was attempted during scheduled operation. Alternatively, the execution of an M198 command was attempted during DNC operation. Modify the program. T 2) The execution of an M99 command was attempted by an interrupt macro during pocket machining in a multiple repetitive canned cycle.",CAN,FANUC
PS0213,CNC,0213,"COMMAND IN SYNCHRO-MODE In feed axis control , the following errors occurred during the synchronous operation. 1) The program issued the move command to the slave axis. 2) The program issued the m anual operation to the slave axis. 3) The program issued the aut omatic reference position return command without specifying the manual reference position return after the power was turned on.",ILLEGAL,FANUC
PS0214,CNC,0214,COMMAND IN SYNCHRO-MODE Coordinate system is set or tool length compensation (M series) of the shift type is executed in the synchronous control. Correct the program.,ILLEGAL,FANUC
PS0217,CNC,0217,G51.2(COMMANDS) T G51.2 is further commanded in the G51.2 mode. Modify the program.,DUPLICATE,FANUC
PS0219,CNC,0219,G51.2/G50.2 INDEPENDENTLY T G51.2 and 50.2 were specified in the same block for other commands. Modify the program in another block.,COMMAND,FANUC
PS0220,CNC,0220,"COMMAND IN SYNCHR-MODE In the synchronous operation, movement is commanded by the NC program or PMC axis control interface for the synchronous axis. Modify the program or check the PMC ladder.",ILLEGAL,FANUC
PS0221,CNC,0221,COMMAND IN SYNCHR-MODE T Polygon machining synchronous operation and Cs axis contour control or balance cutting are executed at a time. Modify the program.,ILLEGAL,FANUC
PS0222,CNC,0222,OP. NOT ALLOWED IN BG-EDIT Input and output are executed at a time in the background edition. Execute a correct operation.,DNC,FANUC
PS0224,CNC,0224,RETURN NOT FINISHED 1) A reference position return has not been performed before the start of automatic operation. (Only when bit 0 (ZRNx) of parameter No. 1005 is 0) Perform a reference position return. T 2) A command was specified for a spindle positioning axis not in the spindle positioning mode. Perform spindle orientation.,ZERO,FANUC
PS0230,CNC,0230,"NOT FOUND M Cut depth R is not specified in the block including G161. Alternatively, the value specified for R is negative. Modify the program.",R CODE,FANUC
PS0231,CNC,0231,FORMAT IN G10 L52 Errors occurred in the specified format at the programmable-parameter input.,ILLEGAL,FANUC
PS0232,CNC,0232,MANY HELICAL AXIS COMMAND Three or more axes were specified as helical axes in the helical interpolation mode. A.ALARM LIST APPENDIX B-64305EN/03,TOO,FANUC
PS0233,CNC,0233,"BUSY When an attempt was made to use a unit such as that connected via the RS C interface, other users were using it.",DEVICE,FANUC
PS0245,CNC,0245,"NOT ALLOWED IN THIS BLOCK One of the G codes, G04,G10,G28,G29 (M series),G30,G50 (T series), and G53, which cannot be specified in the same block as a T code, was specified with a T code.",T-CODE,FANUC
PS0247,CNC,0247,"MISTAKE IS FOUND IN THE OUTPUT CODE OF DATA. When an encrypted program is output, EIA is set for the output code. Specify ISO.",THE,FANUC
PS0250,CNC,0250,CHANGE ILLEGAL Z AXIS COMMAND A Z-axis move command was performed in the same block for M06 command.,TOOL,FANUC
PS0251,CNC,0251,CHANGE ILLEGAL T COMMAND An unusable T code was specified in M06Txx.,TOOL,FANUC
PS0300,CNC,0300,COMMAND IN SCALING An illegal G code was specified during scaling. Modify the program.,ILLEGAL,FANUC
PS0301,CNC,0301,"OF REFERENCE RETURN IS INHIBITED Although bit 0 (IDGx) of parameter No. 1012 was set to 1 to inhibit the reference position from being set again for a return to the reference position without a dog, an attempt was made to perform a manual return to the reference position.",RESETTING,FANUC
PS0302,CNC,0302,THE REFERENCE POSITION WITHOUT DOG IS NOT PERFORMED The reference position could not be set for a return to the reference position without a dog. Possible causes are: - The axis was not moved in the direction of a return to the reference position for jog feeding. - The axis was moved in the direction opposite to the direction of a manual return to the reference position.,SETTING,FANUC
PS0304,CNC,0304,"IS COMMANDED WITHOUT ZERO RETURN Although a reference position was not set, an automatic return to the reference position (G28) was commanded.",G28,FANUC
PS0305,CNC,0305,"POSITION IS NOT ASSIGNED M Although a G28 (automatic return to the reference position) or G30 (return to the second, third, or fourth reference position) command was not issued after power-up, G29 (return from the reference position) was commanded.",INTERMEDIATE,FANUC
PS0306,CNC,0306,"AXIS WITH CNR/CHF T The correspondence between the moving axis and the I, J, or K command is incorrect in a block in which chamfering is specified.",MISMATCH,FANUC
PS0307,CNC,0307,NOT START REFERENCE RETURN WITH MECHANICAL STOPPER SETTING An attempt was made to set a butt-type reference position for an axis for which to use the function to set a reference position without a dog.,CAN,FANUC
PS0310,CNC,0310,NOT FOUND The specified file could not be found during a subprogram or macro call.,FILE,FANUC
PS0311,CNC,0311,BY FILE NAME FORMAT ERROR An invalid format was specified to call a subprogram or macro using a file name.,CALLED,FANUC
PS0312,CNC,0312,"COMMAND IN DIRECT DRAWING DIMENSIONS PROGRAMMING T Direct input of drawing dimensions was commanded in an invalid format. An attempt was made to specify an invalid G code during direct input of drawing dimensions. Two or more blocks not to be moved exist in consecutive commands that specify direct input of drawing dimensions. Although non-use of commas (,) (parameter No. 3405#4 = 1) was specified for direct input of drawing dimensions, a comma was specified.",ILLEGAL,FANUC
PS0313,CNC,0313,"LEAD COMMAND T The variable-lead threading increment specified in address K exceeds the specified maximum value in variable-lead threading. Or, a negative lead value was specified. B-64305EN/03 APPENDIX A.ALARM LIST",ILLEGAL,FANUC
PS0314,CNC,0314,SETTING OF POLYGONAL AXIS T An axis was specified invalidly in polygon turning. For polygon turning: 1) A tool rotation axis is not specified. (Parameter No. 7610) For polygon turning between spindles: 1) Valid spindles are not specified. (Parameters Nos. 7640 to 7643) 2) A spindle other than the serial spindle. 3) A spindle is not connected.,ILLEGAL,FANUC
PS0315,CNC,0315,NOSE ANGLE COMMAND IS IN THE THREAD CUTTING CYCLE T An invalid tool tip angle is specified in a multiple repetitive canned threading cycle (G76).,ILLEGAL,FANUC
PS0316,CNC,0316,CUTTING AMOUNT IS IN THE THREAD CUTTING CYCLE T An minimum depth of cut higher than the thread height is specified in a multiple repetitive canned threading cycle (G76).,ILLEGAL,FANUC
PS0317,CNC,0317,THREAD COMMAND IS IN THE THREAD CUTTING CYCLE T A zero or a negative value is specified in a multiple repetitive canned threading cycle (G76) as the thread height or the depth of cut.,ILLEGAL,FANUC
PS0318,CNC,0318,"RELIEF AMOUNT IS IN THE DRILLING CYCLE T Although an escape directions is set in a multiple repetitive canned cutting-off cycle (G74 or G75), a negative value is specified for Δd.",ILLEGAL,FANUC
PS0319,CNC,0319,"END POINT COMMAND IS ILLEGAL IN THE DRILLING CYCLE T Although the Δi or Δk travel distance is set to 0 in a multiple repetitive canned cutting-off cycle (G74 or G75), a value other than 0 us specified for a U or W.",THE,FANUC
PS0320,CNC,0320,MOVEMENT AMOUNT/CUTTING AMOUNT IS IN THE DRILLING CYCLE T A negative value is specified in a multiple repetitive canned cutting-off cycle (G74 or G75) as Δi or Δk (travel distance/the depth of cut).,ILLEGAL,FANUC
PS0321,CNC,0321,REPEATED TIME IS IN THE PATTERN REPEATING CYCLE T A zero or a negative value is specified in a multiple repetitive canned closed loop cycle (G73) as a repeated time.,ILLEGAL,FANUC
PS0322,CNC,0322,SHAPE WHICH OVER OF STARTING POINT T An invalid shape which is over the cycle starting point is specified in a shape program for a multiple repetitive canned rough-cutting cycle (G71 or G72).,FINISHING,FANUC
PS0323,CNC,0323,"FIRST BLOCK OF SHAPE PROGRAM IS A COMMAND OF TYPE II T Type II is specified in the first block of the shape program specified by P in a multiple repetitive canned rough-cutting cycle (G71 or G72). For G71, Z(W) is specified. For G72, X(U) is specified.",THE,FANUC
PS0324,CNC,0324,"INTERRUPTION TYPE MACRO WAS DONE IN THE MULTIPLE REPETIVE CYCLES T An interruption type macro was issued during the multiple repetitive canned cycle (G70, G71, G72, or G73).",THE,FANUC
PS0325,CNC,0325,"COMMAND IS IN SHAPE PROGRAM T An usable command was issued in a shape program for a multiple repetitive canned cycle (G70, G71, G72, or G73).",UNAVAILABLE,FANUC
PS0326,CNC,0326,"BLOCK OF SHAPE PROGRAM IS A DIRECT DRAWING DIMENSIONS T In a shape program in the multiple repetitive canned cycle (G70, G71, G72, or G73), a command for direct input of drawing dimensions in the last block is terminated in the middle. A.ALARM LIST APPENDIX B-64305EN/03",LAST,FANUC
PS0327,CNC,0327,"THAT MULTIPLE REPETIVE CYCLES CANNOT BE DONE T A multiple repetitive canned cycle (G70, G71, G72, or G73) was commanded in a modal state in which a multiple repetitive canned cycle could not be commanded.",MODAL,FANUC
PS0328,CNC,0328,WORK POSITION IS IN THE TOOL NOSE RADIUS COMPENSATION T The specification for the blank side for a tool nose radius compensation (G41 or G42) is incorrect in a multiple repetitive canned cycle (G71 or G72).,ILLEGAL,FANUC
PS0329,CNC,0329,"FINISHING SHAPE IS NOT A MONOTONOUS CHANGE(SECOND AXES) T In a shape program for the multiple repetitive canned rough-cutting cycle (G71 or G72), the command of the second plane axis was not a monotonous increase or decrease.",THE,FANUC
PS0330,CNC,0330,"AXIS COMMAND IS IN THE TURNING CANNED CYCLE T An axis other than the plane is specified n a canned cycle(G90, G92, or G94).",ILLEGAL,FANUC
PS0334,CNC,0334,IS OUT OF EFFECTIVE RANGE An offset data which was out of the effective range was specified. (malfunction prevention function),OFFSET,FANUC
PS0336,CNC,0336,"COMPENSATION COMMANDED MORE TWO AXES M For a tool length compensation C, an attempt was made to command the offset to other axes without canceling the offset. Or, for a tool length compensation C, multiple axes are specified in G43 or G44 block.",TOOL,FANUC
PS0337,CNC,0337,MAXIMUM INCREMENTAL VALUE The command value exceeded the maximum amount of incremental. (malfunction prevention function),EXCESS,FANUC
PS0338,CNC,0338,EXEC SEQ OF BLOCK An incorrect value was detected in a check sum. (malfunction prevention function),ILLEGAL,FANUC
PS0345,CNC,0345,CHANGE ILLEGAL Z AXIS POS A tool change position on the Z-axis is incorrect.,TOOL,FANUC
PS0346,CNC,0346,CHANGE ILLEGAL TOOL NUM A tool number for tool change is incorrect.,TOOL,FANUC
PS0347,CNC,0347,CHANGE ILLEGAL COMMAND IN SAME BLK. Tool changing is commanded twice or more in the same block.,TOOL,FANUC
PS0348,CNC,0348,CHANGE Z AXIS POS NOT ESTABLISHED A tool change spindle on the Z-axis is not set.,TOOL,FANUC
PS0349,CNC,0349,CHANGE SPINDLE NOT STOP A tool change spindle stop is not stopped.,TOOL,FANUC
PS0350,CNC,0350,OF THE INDEX OF THE SYNCHRONOUS CONTROL AXIS SET ERROR. T An illegal synchronous control axis number (parameter No. 8180) is set.,PARAMETER,FANUC
PS0351,CNC,0351,"THE AXIS IS MOVING, THE SYNC CONTROL IS CAN'T BE USED. T While the axis being subject to synchronous control was moving, an attempt was made to start or cancel the synchronous control by a synchronous control axis selection signal.",BECAUSE,FANUC
PS0352,CNC,0352,"CONTROL AXIS COMPOSITION ERROR. T This error occurred when: 1) An attempt was made to perform synchronous control for the axis during a synchronization, composite, or superimposed control. 2) An attempt was made to synchronize a further great-grandchild for a parent-child-grandchild relation. 3) An attempt was made to operate synchronous control although a parent-child-grandchild relation was not set. B-64305EN/03 APPENDIX A.ALARM LIST",SYNCHRONOUS,FANUC
PS0353,CNC,0353,INSTRUCTION WAS DONE FOR THE AXIS WHICH WAS NOT ABLE TO MOVE. T This error occurred when: 1) A move command was executed for an axis for which bit 7 (NUMx) of parameter No. 8163 was 1. 2) A move command was executed for a slave axis in synchronous control. 3) A move command was executed for an axis for which bit 7 (MUMx) of parameter No. 8162 was 1 in composite control.,THE,FANUC
PS0354,CNC,0354,"G28 WAS INSTRUCTED IN WITH THE REF POS NOT FIXED IN SYNC MODE T This error occurred when G28 was specified to the master axis being parking during synchronous control, but an axis reference position is not set for the slave axis.",THE,FANUC
PS0355,CNC,0355,OF THE INDEX OF THE COMPOSITE CONTROL AXIS SET ERROR. T An illegal composite control axis number (parameter No. 8183) is specified.,PARAMETER,FANUC
PS0356,CNC,0356,"THE AXIS IS MOVING, THE COMP CONTROL IS CAN'T BE USED. T While the axis being subject to composite control was moving, an attempt was made to start or cancel the composite control by a composite control axis selection signal.",BECAUSE,FANUC
PS0357,CNC,0357,"CONTROL AXIS COMPOSITION ERROR. T This error occurred when an attempt was made to perform composite control for the axis during a synchronous, composite, or superimposed control.",COMPOSITE,FANUC
PS0359,CNC,0359,"G28 WAS INSTRUCTED IN WITH THE REF POS NOT FIXED IN COMP MODE T This error occurred when G28 was specified to the composite axis during composite control, but a reference position is not set to the other part of the composition.",THE,FANUC
PS0360,CNC,0360,OF THE INDEX OF THE SUPERPOS CONTROL AXIS SET ERROR. T An illegal superimposed control axis number (parameter No. 8186) is specified.,PARAMETER,FANUC
PS0361,CNC,0361,"THE AXIS IS MOVING, THE SUPERPOS CONTROL IS CAN'T BE USED. T While the axis being subject to superimposed control was moving, an attempt was made to start or cancel the superimposed control by a superimposed control axis selection signal.",BECAUSE,FANUC
PS0362,CNC,0362,"CONTROL AXIS COMPOSITION ERROR. T This error occurred when: 1) An attempt was made to perform superimposed control for the axis during a synchronous, composite, or superimposed control. 2) An attempt was made to synchronize a further great-grandchild for a parent-child-grandchild relation.",SUPERPOSITION,FANUC
PS0363,CNC,0363,G28 WAS INSTRUCTED IN TO THE SUPERPOS CONTROL SLAVE AXIS. T This error occurred when G28 was specified to the superimposed control slave axis during superimposed control.,THE,FANUC
PS0364,CNC,0364,G53 WAS INSTRUCTED IN TO THE SUPERPOS CONTROL SLAVE AXIS. T This error occurred when G53 was specified to the slave axis being moved during superimposed control.,THE,FANUC
PS0365,CNC,0365,"MANY MAXIMUM SV/SP AXIS NUMBER PER PATH The number of controlled axes or spindles to be used in one path is not set correctly. Check parameters No. 981 and No. 982. If this alarm is generated, the emergency stop state cannot be released.",TOO,FANUC
PS0369,CNC,0369,FORMAT ERROR 1) No axis is specifi ed or two or more axes are specified in the torque limit switch instruction (G31P98/P99). 2) G31P90 cannot be specified. A.ALARM LIST APPENDIX B-64305EN/03,G31,FANUC
PS0370,CNC,0370,"ERROR 1) The s pecified address P value for G31 is out of range. The address P range is 1 to 4 in a multistage skip function. 2) The specified address Q value for G04 is out of range. The address Q range is 1 to 4 in a multistage skip function. 3) P1-4 for G31, or Q1-4 for G04 was commanded without a multistage skip function option. T 4) In G72 or G74 in grindi ng canned cycles, the specified address P value is out of range. Address P ranges from 1 to 4 in the multistage skip function. P1-4 was specified in G72 or G74 even though the multistage skip function option is not present.",G31P/G04Q,FANUC
PS0372,CNC,0372,"RETURN INCOMPLETE An attempt was made to perform an automatic return to the reference position on the orthogonal axis before the completion of a return to the reference position on the angular axis. However, this attempt failed because a manual return to the reference position during angular axis control or an automatic return to the reference position after power-up was not commanded. First, return to the reference position on the angular axis, then return to the reference position on the orthogonal axis.",REFERENCE,FANUC
PS0373,CNC,0373,"HIGH-SPEED SKIP SIGNAL In the skip commands (G31, G31P1 to G31P4) and dwell commands (G04, G04Q1 to G04Q4), the same high-speed signal is selected in different paths.",ILLEGAL,FANUC
PS0375,CNC,0375,"NOT ANGULAR CONTROL(SYNC:MIX:OVL) Angular axis control is disabled for this axis configuration. 1) All related axes in angular axis control are not in synchronous control mode. Alternatively, settings must be made to provide synchronous control between angular axes, and also between orthogonal axes. 2) All related axes in angular axis control are not in composite control mode. Alternatively, settings must be made to provide composite control between angular axes, and also between orthogonal axes. 3) The related axes in angular axis control are in superimposed control mode.",CAN,FANUC
PS0376,CNC,0376,"DCL: ILLEGAL PARAMETER 1) When bit 1 of parameter No. 1815 is set to “1”, bit 3 of parameter No. 2002 is set to “0” 2) The absolute-position det ection function is enabled. (Bit 5 (APCx) of parameter No.1815 is set to “1”. )",SERIAL,FANUC
PS0412,CNC,0412,G CODE An unusable G code was used.,ILLEGAL,FANUC
PS0445,CNC,0445,AXIS OPERATION T The positioning command was issued in the speed control mode. Check the SV speed control mode signal (Fn521).,ILLEGAL,FANUC
PS0446,CNC,0446,"COMMAND IN G96.1/G96.2/G96.3/G96.4 T G96.1, G96.2, G96.3, and G96.4 are specified in the block that includes other commands. Modify the program.",ILLEGAL,FANUC
PS0447,CNC,0447,SETTING DATA The spindle controlled with the servo motor is not set correctly. Check the parameters for the function of spindle control with the servo motor.,ILLEGAL,FANUC
PS0455,CNC,0455,"COMMAND IN GRINDING In grinding canned cycles: M 1) The signs of the I, J, and K commands do not match. 2) The amount of travel of the grinding axis is not specified. B-64305EN/03 APPENDIX A.ALARM LIST",ILLEGAL,FANUC
PS0456,CNC,0456,"PARAMETER IN GRINDING Parameters related to grinding canned cycles are incorrectly set. Probable causes are given below. 1) The axis number of the grinding axis is incorrectly set (parameters Nos. 5176 to 5179). M 2) The axis number of the dressing axis is incorrectly set (parameters Nos. 5180 to 5183). 3) The axis numbers of the cut axis, grinding axis, and dressing axis (only for the M series) overlap.",ILLEGAL,FANUC
PS0601,CNC,0601,AXIS OPERATION FOR SERVO MOTOR SPINDLE A move command is executer for the spindle controlled with the servomotor. Modify the program.,ILLEGAL,FANUC
PS0602,CNC,0602,AXIS OPERATION FOR LIVE TOOL AXIS The spindle controlled with the serve motor is not selected correctly.,ILLEGAL,FANUC
PS1001,CNC,1001,CONTROL MODE ILLEGAL T he axis control mode is illegal.,AXIS,FANUC
PS1013,CNC,1013,POS. OF PROGRAM NO. Address O or N is specified where it must not (After the macro statement etc.).,ILLEGAL,FANUC
PS1014,CNC,1014,FORMAT OF PROGRAM NO. Address O or N is not followed by a number.,ILLEGAL,FANUC
PS1016,CNC,1016,NOT FOUND EOB (End of Block) code is missing at the end of a program input in the MDI mode.,EOB,FANUC
PS1077,CNC,1077,"IN USE An attempt was made in the foreground to execute a program being edited in the background. The currently edited program cannot be executed, so end editing and restart program execution.",PROGRAM,FANUC
PS1079,CNC,1079,FILE NOT FOUND The program of the specified file No. is not registered in an external device. (external device subprogram call),PROGRAM,FANUC
PS1080,CNC,1080,DEVICE SUB PROGRAM CALL Another external device subprogram call was made from a subprogram after the subprogram called by the external device subprogram call.,DUPLICATE,FANUC
PS1081,CNC,1081,DEVICE SUB PROGRAM CALL MODE ERROR The external device subprogram call is not possible in this mode.,EXT,FANUC
PS1091,CNC,1091,SUB-CALL WORD More than one subpr ogram call instruction was specified in the same block.,DUPLICATE,FANUC
PS1092,CNC,1092,MACRO-CALL WORD More than one macro call instruction was specified in the same block.,DUPLICATE,FANUC
PS1093,CNC,1093,"NC-WORD & M99 An address other than O, N, P or L was specified in the same block as M99 during the macro modal call state.",DUPLICATE,FANUC
PS1095,CNC,1095,"MANY TYPE-2 ARGUMENT More than ten sets of I, J and K arguments were specified in the type–II arguments (A, B, C, I, J, K, I, J, K, ...) for custom macros.",TOO,FANUC
PS1096,CNC,1096,VARIABLE NAME An illegal variable name was specified. A code that cannot be specified as a variable name was specified. The command of [#_OFSxx] does not match the type (A or C) of tool compensation memory in current use.,ILLEGAL,FANUC
PS1097,CNC,1097,LONG VARIABLE NAME The specified variable name is too long.,TOO,FANUC
PS1098,CNC,1098,NAME The specified variable name cannot be used as it is not registered.,NO VARIABLE,FANUC
PS1099,CNC,1099,SUFFIX [ ] A suffix was not specified to a variable name that required a suffix enclosed by [ ]. A suffix was specified to a variable name that did not require a suffix enclosed by [ ]. The value enclosed by the specified [ ] was out of range.,ILLLEGAL,FANUC
PS1100,CNC,1100,WITHOUT MODAL CALL Call mode canc el (G67) was specified even though macro continuous–state call mode (G66) was not in effect. A.ALARM LIST APPENDIX B-64305EN/03,CANCEL,FANUC
PS1101,CNC,1101,CNC STATEMENT IRT. An interrupt was made in a state where a custom macro interrupt containing a move instruction could not be executed.,ILLEGAL,FANUC
PS1115,CNC,1115,PROTECTED VARIABLE An attempt was made in a custom macro to use on the right side of an expression a variable that can only be used on the left side of an expression.,READ,FANUC
PS1120,CNC,1120,"ARGUMENT FORMAT The specified argument in the argument function (ATAN, POW) is in error.",ILLEGAL,FANUC
PS1124,CNC,1124,DO STATEMENT The DO instruction corresponding to the END instruction was missing in a custom macro.,MISSING,FANUC
PS1125,CNC,1125,EXPRESSION FORMAT The description of the expression in a custom macro statement contains an error. A parameter program format error. The screen displayed to enter periodic maintenance data or item selection menu (machine) data does not match the data type.,ILLEGAL,FANUC
PS1128,CNC,1128,NUMBER OUT OF RANGE The jump destination sequence No. in a custom macro statement GOTO instruction was out of range (valid range: 1 to 99999).,SEQUENCE,FANUC
PS1131,CNC,1131,OPEN BRACKET The number of left brackets ([) is less than the number of right brackets (]) in a custom macro statement.,MISSING,FANUC
PS1132,CNC,1132,CLOSE BRACKET The number of right brackets (]) is less than the number of left brackets ([) in a custom macro statement.,MISSING,FANUC
PS1133,CNC,1133,'=' An equal sign (=) is missing in the arithmetic calculation instruction in a custom macro statement.,MISSING,FANUC
PS1134,CNC,1134,"',' A delimiter (,) is missing in a custom macro statement.",MISSING,FANUC
PS1137,CNC,1137,FORMAT ERROR The format used in the IF statement in a custom macro is in error.,IF STATEMENT,FANUC
PS1138,CNC,1138,STATEMENT FORMAT ERROR The format used in the WHILE statement in a custom macro is in error.,WHILE,FANUC
PS1139,CNC,1139,STATEMENT FORMAT ERROR The format used in the SETVN statement in a custom macro is in error.,SETVN,FANUC
PS1141,CNC,1141,CHARACTER IN VAR. NAME The SETVN statement in a custom macro contacts a character that cannot be used in a variable name.,ILLEGAL,FANUC
PS1142,CNC,1142,LONG V-NAME (SETVN) The variable name used in a SETVN statement in a custom macro exceeds 8 characters.,TOO,FANUC
PS1143,CNC,1143,STATEMENT FORMAT ERROR The format used in the BPRINT statement or DPRINT statement is in error.,BPRNT/DPRNT,FANUC
PS1144,CNC,1144,"FORMAT ERROR Data input for the L No. of G10 or the corresponding function is not enabled. Data setting address P or R is not specified. An address not relating to the data setting is specified. Which address to specify varies according to the L No. The sign, decimal point or range of the specified address are in error.",G10,FANUC
PS1160,CNC,1160,"DATA OVERFLOW An overflow occurred in the position data within the CNC. This alarm is also generated if the target position of a command exceeds the maximum stroke as a result of calculation such as coordinate conversion, offset, or introduction of a manual intervention amount.",COMMAND,FANUC
PS1180,CNC,1180,PARALLEL AXES IN PARKING T All of the axis specified for automatic operation are parked.,ALL,FANUC
PS1196,CNC,1196,"DRILLING AXIS SELECTED An illegal axis was specified for drilling in a canned cycle for drilling. In the G code command block in a canned cycle, a Z point is not specified for the drilling axis. B-64305EN/03 APPENDIX A.ALARM LIST",ILLEGAL,FANUC
PS1200,CNC,1200,INVALID ZERO RETURN The grid position could not be calculated during grid reference position return using the grid system as the one–revolution signal was not received before leaving the deceleration dog. This alarm is also generated when the tool does not reach a feedrate that exceeds the servo error amount preset to parameter No. 1836 before the deceleration limit switch is left (deceleration signal *DEC returns to “1”).,PULSCODER,FANUC
PS1202,CNC,1202,"COMMAND AT G93 M F codes in the inverse time specification mode (G93) are not handled as modal, and must be specified in individual blocks.",NO F,FANUC
PS1223,CNC,1223,SPINDLE SELECT An attempt was made to execute an instruction that uses the spindle although the spindle to be controlled has not been set correctly.,ILLEGAL,FANUC
PS1298,CNC,1298,INCH/METRIC CONVERSION An error occurred during inch/metric switching.,ILLEGAL,FANUC
PS1300,CNC,1300,ADDRESS The axis No. address was specified even though the parameter is not an axis–type while loading parameters or pitch error compensation data from a tape or by entry of the G10 parameter. Axis No. cannot be specified in pitch error compensation data.,ILLEGAL,FANUC
PS1301,CNC,1301,"ADDRESS The axis No. was not specified even though the parameter is an axis–type while loading parameters or pitch error compensation data from a tape or by entry of the G10 parameter. Or, data No. address N, or setting data address P or R are not specified.",MISSING,FANUC
PS1302,CNC,1302,DATA NUMBER A non–existent data No. was found while loading parameters or pitch error compensation data from a tape or by entry of the G10 parameter. This alarm is also generated when illegal word values are found.,ILLEGAL,FANUC
PS1303,CNC,1303,AXIS NUMBER An axis No. address exceeding the maximum number of controlled axes was found while loading parameters from a tape or by entry of the G10 parameter.,ILLEGAL,FANUC
PS1304,CNC,1304,MANY DIGIT Data with too many digits was found while loading parameters or pitch error compensation data from a tape.,TOO,FANUC
PS1305,CNC,1305,OUT OF RANGE Out–of–range data was found while loading parameters or pitch error compensation data from a tape. The values of the data setting addresses corresponding to L Nos. during data input by G10 was out of range. This alarm is also generated when NC programming words contain out–of–range values.,DATA,FANUC
PS1306,CNC,1306,AXIS NUMBER A parameter which requires an axis to be specified was found without an axis No. (address A) while loading parameters from a tape.,MISSING,FANUC
PS1307,CNC,1307,"USE OF MINUS SIGN Data with an illegal sign was found while loading parameters or pitch error compensation data from a tape, or by entry of the G10 parameter. A sign was specified to an address that does not support the use of signs.",ILLEGAL,FANUC
PS1308,CNC,1308,DATA An address not followed by a numeric value was found while loading parameters or pitch error compensation data from a tape.,MISSING,FANUC
PS1329,CNC,1329,MACHINE GROUP NUMBER An machine group No. address exceeding the maximum number of controlled machine groups was found while loading parameters from a tape or by entry of the G10 parameter. A.ALARM LIST APPENDIX B-64305EN/03,ILLEGAL,FANUC
PS1330,CNC,1330,SPINDLE NUMBER An spindle No. address exceeding the maximum number of controlled spindles was found while loading parameters from a tape or by entry of the G10 parameter.,ILLEGAL,FANUC
PS1331,CNC,1331,PATH NUMBER An path No. address exceeding the maximum number of controlled path was found while loading parameters from a tape or by entry of the G10 parameter.,ILLEGAL,FANUC
PS1332,CNC,1332,"WRITE LOCK ERROR Could not load data while loading parameters, pitch error compensation data and work coordinate data from tape.",DATA,FANUC
PS1333,CNC,1333,WRITE ERROR Could not write data while loading data from tape.,DATA,FANUC
PS1508,CNC,1508,M-CODE (INDEX TABLE REVERSING) M A function to which the same code as this M code is set exists. (index table indexing),DUPLICATE,FANUC
PS1509,CNC,1509,"M-CODE (SPOS AXIS ORIENTATION) T A function to which the same code as this M code is set exists. (spindle positioning, orientation)",DUPLICATE,FANUC
PS1510,CNC,1510,"M-CODE (SPOS AXIS POSITIONING) T A function to which the same code as this M code is set exists. (spindle positioning, positioning)",DUPLICATE,FANUC
PS1511,CNC,1511,"M-CODE (SPOS AXIS RELEASE) T A function to which the same code as this M code is set exists. (spindle positioning, mode cancel)",DUPLICATE,FANUC
PS1533,CNC,1533,F UNDERFLOW (G95) The feedrate for t he hole drilling axis calculated from the F and S codes is too slow in the feed per single rotation mode.,ADDRESS,FANUC
PS1534,CNC,1534,F OVERFLOW (G95) The feedrate for the hole drilling axis calculated from the F and S codes is too fast in the feed per single rotation mode.,ADDRESS,FANUC
PS1537,CNC,1537,F UNDERFLOW (OVERRIDE) The speed obtained by applying override to the F instruction is too slow.,ADDRESS,FANUC
PS1538,CNC,1538,F OVERFLOW (OVERRIDE) The speed obtained by applying override to the F instruction is too fast.,ADDRESS,FANUC
PS1541,CNC,1541,ZERO “0” has been instructed as the S code.,S-CODE,FANUC
PS1543,CNC,1543,"GEAR SETTING T The gear ratio between the spindle and position coder, or the set position coder number of pulses is illegal in the spindle positioning function.",ILLEGAL,FANUC
PS1544,CNC,1544,OVER MAX The S command exceeds the maximum spindle rotation number.,S-CODE,FANUC
PS1548,CNC,1548,AXIS MODE The spindle positioning (T series) axis/Cs contour control axis was specified during switching of the controlled axis mode.,ILLGAL,FANUC
PS1561,CNC,1561,INDEXING ANGLE M The specified angle of rotation is not an integer multiple of the minimum indexing angle.,ILLEGAL,FANUC
PS1564,CNC,1564,TABLE AXIS – OTHER AXIS SAME TIME M The index table indexing axis and another axis have been specified in the same block. B-64305EN/03 APPENDIX A.ALARM LIST,INDEX,FANUC
PS1567,CNC,1567,TABLE AXIS DUPLICATE AXIS COMMAND M Index table indexing was specified during axis movement or on an axis for which the index table indexing sequence was not completed.,INDEX,FANUC
PS1590,CNC,1590,A TH error was detected during reading from an input device. The read code that caused the TH error and how many statements it is from the block can be verified in the diagnostics screen.,TH ERROR,FANUC
PS1591,CNC,1591,An error was detected during the single–block TV error. The TV check can be suppressed by setting bit 0 (TVC) of parameter No. 0000 to “0”.,TV ERROR,FANUC
